guid,name,source_guid,source_type,target_guid,target_type,creation_timestamp,creation_source
eec339c9-b9a4-1ec0-7c5b-7ace5ab850b8,product_analytics_contains_events_system,53e8907f-cd6b-f099-36be-bf43935fb110,domain,35836f30-7fd4-ed81-d7e4-ce319f13e50b,system,2025-04-23T18:42:31.091960,posthog/posthog_fork/README.md
93a2d8e8-5b42-b063-3fe0-4726a186a8f8,product_analytics_contains_insights_system,53e8907f-cd6b-f099-36be-bf43935fb110,domain,69baab2d-80ea-fba3-58c5-26baecc577e5,system,2025-04-23T18:42:31.091965,posthog/posthog_fork/README.md
54be87ac-bfa7-5f66-272c-37390530c84b,feature_management_contains_feature_flags_system,61b7d958-ea84-6ff1-1e2d-35bfcf551e57,domain,05ec9cb7-8423-808f-4346-8009d1ab2c72,system,2025-04-23T18:42:31.091969,posthog/posthog_fork/README.md
2b072c66-63af-e29c-f387-5520c81d588a,feature_management_contains_experimentation_system,61b7d958-ea84-6ff1-1e2d-35bfcf551e57,domain,f74eff3d-010a-9b26-577b-cfbcd5f5909a,system,2025-04-23T18:42:31.091973,posthog/posthog_fork/README.md
d18c9c5e-1c63-8bad-0383-c69762958e9b,user_research_contains_session_replay_system,333d65da-2c3d-1ee7-cf87-599b51082d10,domain,92325ce2-5758-9d91-12a3-0f9383484233,system,2025-04-23T18:42:31.091977,posthog/posthog_fork/README.md
0f927b66-2d99-9996-aaca-24d369d31853,user_research_contains_surveys_system,333d65da-2c3d-1ee7-cf87-599b51082d10,domain,5003cbeb-9895-cd79-99f2-1f8f58a148d2,system,2025-04-23T18:42:31.091981,posthog/posthog_fork/README.md
dae4a2dc-4674-924e-7c61-cef5d80f9fa7,data_platform_contains_data_pipeline_system,03d10e69-4ecf-af53-15d9-f37e6a7d0e0a,domain,f999dde8-9efd-2195-9e08-195e7a990c46,system,2025-04-23T18:42:31.091985,posthog/posthog_fork/README.md
ae551b30-fe58-d806-6feb-50026100920f,data_platform_contains_data_warehouse_system,03d10e69-4ecf-af53-15d9-f37e6a7d0e0a,domain,933e2950-35cd-3d8a-87ee-817e098e57cc,system,2025-04-23T18:42:31.091989,posthog/posthog_fork/README.md
cc28033f-eefa-ff91-2a56-202aad5ccc83,web_analytics_contains_web_analytics_system,e12111e7-5486-4a9c-dfff-ddfdc9bb1154,domain,0ab65ec7-3cb5-94d3-5260-1dad12b351c0,system,2025-04-23T18:42:31.091994,posthog/posthog_fork/README.md
6851f6da-ee89-bf09-8ce3-226469ed6f3f,customer_messaging_contains_messaging_system,79514847-09b8-2912-2423-6c03517954b9,domain,9854f63a-72b7-16e6-a00b-0414fa16fce0,system,2025-04-23T18:42:31.091998,posthog/posthog_fork/README.md
992fb976-42ce-c3b3-bc23-54ca0075f011,llm_observability_contains_llm_observability_system,0ae91c6c-c86a-192b-dc19-87168c6398d4,domain,7e30c510-f2d3-54f3-2178-236e15ed7f0c,system,2025-04-23T18:42:31.092002,posthog/posthog_fork/README.md
6bcb86bd-c852-b5ec-57eb-ee2e0ff57906,events_system_contains_capture_service,35836f30-7fd4-ed81-d7e4-ce319f13e50b,system,bed6d984-8af7-ac3b-a25d-25751bff076e,component,2025-04-23T18:42:31.092073,posthog/posthog_fork/README.md
fb4fb163-6a30-5070-2ff6-f2fe323654af,events_system_contains_plugin_server,35836f30-7fd4-ed81-d7e4-ce319f13e50b,system,0e1c3838-9cda-b06c-df6d-c67bb2dfa8c0,component,2025-04-23T18:42:31.092077,posthog/posthog_fork/README.md
5f44726e-7241-12cf-ea57-325efa5e4f18,events_system_contains_javascript_sdk,35836f30-7fd4-ed81-d7e4-ce319f13e50b,system,077e68b8-b45e-e0c2-aae6-d8644078ab81,component,2025-04-23T18:42:31.092081,posthog/posthog_fork/README.md
e3c2f188-14e1-d75e-cd6c-afe5f77c1cce,events_system_contains_python_sdk,35836f30-7fd4-ed81-d7e4-ce319f13e50b,system,dd6200dd-ed6a-cb53-216b-e990b5e972f6,component,2025-04-23T18:42:31.092085,posthog/posthog_fork/README.md
ad2fc0f9-c1ef-c2a7-6344-65947c6d16fe,events_system_contains_node_sdk,35836f30-7fd4-ed81-d7e4-ce319f13e50b,system,a7def966-f85a-809d-5f1a-5bf5dee91218,component,2025-04-23T18:42:31.092089,posthog/posthog_fork/README.md
6610ab64-450e-e2b6-33be-97bb95401fb7,insights_system_contains_clickhouse_query_service,69baab2d-80ea-fba3-58c5-26baecc577e5,system,dc8d1953-ca66-3961-3a22-5fc00f3ea7a3,component,2025-04-23T18:42:31.092093,posthog/posthog_fork/README.md
02620a42-6adc-4f0b-b6fe-4b6b13e39429,insights_system_contains_django_web_app,69baab2d-80ea-fba3-58c5-26baecc577e5,system,fc0483d0-7462-84cf-8145-b8cefe04bbb3,component,2025-04-23T18:42:31.092097,posthog/posthog_fork/README.md
82e90a3a-9f66-bf82-f06e-bb509dd1321a,insights_system_contains_frontend_app,69baab2d-80ea-fba3-58c5-26baecc577e5,system,25d87628-0832-bffb-0142-44fe39b6b033,component,2025-04-23T18:42:31.092101,posthog/posthog_fork/README.md
95510bce-b2a0-e9d6-6dda-ca36a426f8a8,feature_flags_system_contains_feature_flag_service,05ec9cb7-8423-808f-4346-8009d1ab2c72,system,50e935f9-10e2-1997-ea07-da0751627500,component,2025-04-23T18:42:31.092105,posthog/posthog_fork/README.md
91e80a6d-0f33-251c-9009-5cc82d502a1b,feature_flags_system_contains_javascript_sdk,05ec9cb7-8423-808f-4346-8009d1ab2c72,system,077e68b8-b45e-e0c2-aae6-d8644078ab81,component,2025-04-23T18:42:31.092109,posthog/posthog_fork/README.md
fd950ac2-e5f1-acb4-eab5-008c1644a706,feature_flags_system_contains_python_sdk,05ec9cb7-8423-808f-4346-8009d1ab2c72,system,dd6200dd-ed6a-cb53-216b-e990b5e972f6,component,2025-04-23T18:42:31.092113,posthog/posthog_fork/README.md
e76ee1a2-2046-c7ae-5ce7-3c183f02dca1,feature_flags_system_contains_node_sdk,05ec9cb7-8423-808f-4346-8009d1ab2c72,system,a7def966-f85a-809d-5f1a-5bf5dee91218,component,2025-04-23T18:42:31.092154,posthog/posthog_fork/README.md
2fa5015e-8022-e44a-9a6e-f3a4eaa8b56a,experimentation_system_contains_decision_service,f74eff3d-010a-9b26-577b-cfbcd5f5909a,system,1dc1538f-712d-6c1e-d3db-44147451a359,component,2025-04-23T18:42:31.092158,posthog/posthog_fork/README.md
c4219d39-7ff6-6ee2-33e2-853fe7a809f6,session_replay_system_contains_session_recording_service,92325ce2-5758-9d91-12a3-0f9383484233,system,fb9abd06-1318-1b7e-ec8f-845e00c63f02,component,2025-04-23T18:42:31.092162,posthog/posthog_fork/README.md
70064c4c-3ac3-5853-7d7a-bb25d407222e,session_replay_system_contains_javascript_sdk,92325ce2-5758-9d91-12a3-0f9383484233,system,077e68b8-b45e-e0c2-aae6-d8644078ab81,component,2025-04-23T18:42:31.092166,posthog/posthog_fork/README.md
631e72ed-0af3-b5f1-686d-58ab7bb4db5d,infrastructure_system_contains_celery_worker,f02f522c-d786-b1a5-06c9-8288181c73e6,system,1301160d-9425-45a6-10d2-80ebb785c078,component,2025-04-23T18:42:31.092171,posthog/posthog_fork/README.md
f388ee71-17dc-c9d5-02b3-ffd6a73628c8,infrastructure_system_contains_temporal_worker,f02f522c-d786-b1a5-06c9-8288181c73e6,system,c6cb835c-c52b-cb05-fadb-9511a0931a52,component,2025-04-23T18:42:31.092175,posthog/posthog_fork/README.md
3a9959a8-3904-ce6f-492a-0b91d2bfeaa0,authentication_system_contains_django_web_app,3cc6633e-0626-222a-9ce6-fab5812c6f1e,system,fc0483d0-7462-84cf-8145-b8cefe04bbb3,component,2025-04-23T18:42:31.092179,posthog/posthog_fork/README.md
